AppID,Name,Release_Date,Primary_Genre,All_Tags,Price_USD,Discount_Pct,Review_Score_Pct,Total_Reviews,Steam_Deck_Status,Estimated_Owners,24h_Peak_Players,metadata_soup
1040200,Crime Scene Cleaner,2024-08-14,Action,Simulation;Crime;Gore;Singleplayer;First-Person;Relaxing;Mature;Atmospheric;Action;Funny,24.99,0,98,27610,Unknown,828300,596,action simulation;crime;gore;singleplayer;first-person;relaxing;mature;atmospheric;action;funny
435870,Fallout 4 - Automatron,2016-03-21,RPG,RPG;Robots;Post-apocalyptic;Open World;Action;Singleplayer;Adventure;FPS;Sci-fi;Atmospheric,9.99,0,75,2938,Unknown,88140,0,rpg rpg;robots;post-apocalyptic;open world;action;singleplayer;adventure;fps;sci-fi;atmospheric
435880,Fallout 4 - Wasteland Workshop,2016-04-11,RPG,RPG;Open World;Post-apocalyptic;Sandbox;FPS;Singleplayer;Base Building,4.99,0,39,2054,Unknown,61620,0,rpg rpg;open world;post-apocalyptic;sandbox;fps;singleplayer;base building
435881,Fallout 4 Far Harbor,2016-05-18,RPG,RPG;Open World;Post-apocalyptic;Singleplayer;Survival;FPS;Atmospheric;Shooter;Action;Adventure,14.99,0,88,3387,Unknown,101610,0,rpg rpg;open world;post-apocalyptic;singleplayer;survival;fps;atmospheric;shooter;action;adventure
480630,Fallout 4 - Contraptions Workshop,2016-06-20,RPG,RPG;Post-apocalyptic;Sandbox;Crafting;Open World;Building,4.99,0,38,1526,Unknown,45780,0,rpg rpg;post-apocalyptic;sandbox;crafting;open world;building
480631,Fallout 4 Vault-Tec Workshop,2016-07-25,RPG,RPG;Base Building;Post-apocalyptic;Singleplayer;Open World;Psychological Horror;Atmospheric;Sci-fi;Shooter;Survival,4.99,0,39,2245,Unknown,67350,0,rpg rpg;base building;post-apocalyptic;singleplayer;open world;psychological horror;atmospheric;sci-fi;shooter;survival
490650,Fallout 4 Nuka-World,2016-08-29,RPG,RPG;Post-apocalyptic;Open World;Singleplayer;FPS;Action;Shooter;First-Person;Adventure;Sexual Content,9.99,0,42,3322,Unknown,99660,0,rpg rpg;post-apocalyptic;open world;singleplayer;fps;action;shooter;first-person;adventure;sexual content
477160,Human Fall Flat,2016-07-22,Adventure,Co-op;Funny;Puzzle;Adventure;Multiplayer;Physics;Sandbox;Puzzle Platformer;Action;Open World,5.99,70,92,171546,Unknown,5146380,950,adventure co-op;funny;puzzle;adventure;multiplayer;physics;sandbox;puzzle platformer;action;open world
1699480,KLETKA,2026-02-19,Action,Horror;Co-op;First-Person;Online Co-Op;Action;PvE;Adventure;Roguelike;Action-Adventure;Dungeon Crawler,9.99,0,85,5112,Unknown,153360,49,action horror;co-op;first-person;online co-op;action;pve;adventure;roguelike;action-adventure;dungeon crawler
3681810,Blue Protocol: Star Resonance,2025-10-09,Action,,0.0,0,0,0,Unknown,0,0,action 
1262560,Need for Speed™ Most Wanted,2020-06-18,Action,Racing;Open World;Multiplayer;Driving;Action;Competitive;Automobile Sim;Arcade;Adventure;Combat Racing,3.99,80,78,22647,Unknown,679410,133,action racing;open world;multiplayer;driving;action;competitive;automobile sim;arcade;adventure;combat racing
581320,Insurgency: Sandstorm,2018-12-12,Action,FPS;Realistic;Shooter;Military;Multiplayer;Tactical;Action;First-Person;War;Online Co-Op,29.99,0,78,102381,Unknown,3071430,1826,action fps;realistic;shooter;military;multiplayer;tactical;action;first-person;war;online co-op
611790,House Party,2022-07-15,Adventure,Nudity;Mature;NSFW;Simulation;Sandbox;Choices Matter;Story Rich;Adventure;Comedy;Sexual Content,24.99,0,69,13844,Unknown,415320,205,adventure nudity;mature;nsfw;simulation;sandbox;choices matter;story rich;adventure;comedy;sexual content
2426960,Summoners War,2024-01-07,RPG,Free to Play;RPG;Strategy;Turn-Based Strategy;Strategy RPG;RTS;Turn-Based Tactics;Tactical RPG;PvP;PvE,0.0,0,70,0,Unknown,0,0,rpg free to play;rpg;strategy;turn-based strategy;strategy rpg;rts;turn-based tactics;tactical rpg;pvp;pve
